"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"223891_at",-1.78157054471475,5.09676682264259,-5.65283165457984,1.45782630677622e-07,8.50692040730526e-07,6.92459289759776
"239361_at",-1.77870874027278,5.06897501652605,-5.65246623101049,1.46018469147689e-07,8.51977206790894e-07,6.92302507074564
"211538_s_at",-1.73192686316593,11.3324946799046,-5.65242287980981,1.46046472142897e-07,8.5204956555283e-07,6.92283907860995
"215290_at",1.31286825813716,8.32412800826752,5.65220676628534,1.46186150745404e-07,8.52682286730613e-07,6.92191188536224
"222355_at",-1.14685160433283,6.84053314645352,-5.64971742845926,1.47804542799526e-07,8.61478067866651e-07,6.9112331808143
"227168_at",-2.45240543808803,9.27990329994348,-5.64892316617276,1.48324606305112e-07,8.64417001829162e-07,6.9078264830334
"235199_at",-1.31456318314185,7.71928853920516,-5.6475256332296,1.49244039486402e-07,8.69496984048527e-07,6.90183287607723
"215781_s_at",1.03773534467532,6.67636626400936,5.64694589320137,1.49627088009883e-07,8.71635643464934e-07,6.8993467664779
"231041_at",1.37415618803479,5.60122576791216,5.64625375718608,1.50085662861046e-07,8.74027330542794e-07,6.89637883963205
"222197_s_at",1.23919586124061,6.95817778155426,5.64489556765689,1.50989543489574e-07,8.78916216008966e-07,6.89055537530276
"225778_at",1.74365555249165,6.12535309096377,5.64375145087894,1.51755101080035e-07,8.83113031808364e-07,6.88565034496162
"206498_at",-1.23591590417445,7.042032637755,-5.64313361524802,1.52170092981298e-07,8.85127839811228e-07,6.88300178819942
"228100_at",1.54903563461132,8.8025619371409,5.64295137015755,1.52292717097703e-07,8.85746768781349e-07,6.88222056295249
"204174_at",1.37237296260185,10.7118345981908,5.64220025357133,1.52799132104861e-07,8.88220817395456e-07,6.87900090875237
"215512_at",1.10971028990244,7.3822289380178,5.64151734379168,1.53260994838258e-07,8.90619569174479e-07,6.8760738145799
"208511_at",1.8097486321859,6.56289895226311,5.6414710414765,1.53292359369298e-07,8.90707056307636e-07,6.87587535979852
"211480_s_at",-2.46428315437573,6.97590970263415,-5.64134176207894,1.53379964743217e-07,8.91121278140563e-07,6.87532126421689
"207100_s_at",-1.58888706910569,8.08013356269151,-5.64128933894016,1.53415502952244e-07,8.91232939339526e-07,6.87509657885802
"228415_at",1.25383837111944,10.3036840215656,5.64093195555148,1.53657992372753e-07,8.92451764059679e-07,6.87356486386548
"238533_at",-1.35015955636872,7.13201976932628,-5.64012758100926,1.54205147907282e-07,8.95344008362791e-07,6.87011756605945
"206462_s_at",-1.01893915940624,8.37373131438361,-5.64003574229389,1.54267740345881e-07,8.9561221468158e-07,6.86972399020114
"227566_at",-1.12558489811604,11.6917783315113,-5.63859476405994,1.55253105684411e-07,9.00814760474818e-07,6.86354909546453
"221900_at",1.76953820959138,7.00910344157211,5.63781698171845,1.55787529943019e-07,9.03666954092205e-07,6.86021647364669
"220938_s_at",1.14113108830553,6.911453519191,5.63578505204626,1.57192226924807e-07,9.11427868037422e-07,6.85151123578878
"206082_at",1.57506442599414,6.44323615373325,5.63536786090059,1.57482170016873e-07,9.13012075491665e-07,6.84972409721461
"204581_at",-2.05086765942755,5.71963114134036,-5.63476349553954,1.57903127938058e-07,9.15161151022091e-07,6.84713527433677
"227001_at",-1.24539715487469,9.10390055555998,-5.63265636103258,1.59379460750905e-07,9.23227671827447e-07,6.83811040481828
"214732_at",1.206759047691,7.16427417073511,5.63197346508692,1.59860821113772e-07,9.25819620730269e-07,6.83518593252719
"227189_at",-1.74191279874357,10.0566591403396,-5.63140571561255,1.60262102567698e-07,9.27848426537653e-07,6.83275470984061
"214589_at",-2.06981063074566,8.1323391329603,-5.63041201841491,1.60966820856526e-07,9.31632152123514e-07,6.82849979503322
"213960_at",-1.18799925604511,10.5415116772569,-5.62996534727301,1.61284584365034e-07,9.33372364726886e-07,6.82658731938309
"212414_s_at",1.13426607943112,8.40431667889332,5.62970436698624,1.61470531469847e-07,9.34250464579167e-07,6.82546993762157
"231826_at",1.41459379710572,7.3469977967115,5.6279233086289,1.62745153920071e-07,9.40927492169897e-07,6.81784508960052
"221185_s_at",1.03246272896754,9.0223404699019,5.62779211596342,1.62839431917483e-07,9.4137291153906e-07,6.81728349315783
"239147_at",1.01081049152737,8.37806486282511,5.6275127395316,1.6304037667916e-07,9.42335071603234e-07,6.81608758908841
"227781_x_at",-1.66596828303297,5.91991410746798,-5.62479506848894,1.65007830342085e-07,9.52899718565324e-07,6.80445588160151
"1552283_s_at",-1.24962616521405,8.6773633063095,-5.62354048622661,1.65923923301133e-07,9.57784930054409e-07,6.79908721834425
"235301_at",-1.06784142054168,8.11819953383086,-5.6232930388262,1.66105197010361e-07,9.58729985661261e-07,6.79802840400756
"238919_at",-1.2298069765579,10.9075948461457,-5.62250663663285,1.66682586227277e-07,9.61757642010593e-07,6.79466359121321
"208309_s_at",1.24359470371596,7.74266755956165,5.62137475210329,1.67517092116158e-07,9.66164426205486e-07,6.78982097731327
"211276_at",-2.15739526750736,11.2329330879176,-5.61974211600851,1.68728011925407e-07,9.72840257103281e-07,6.78283685808814
"1563110_at",-1.45830129440928,3.03479227549315,-5.61947871204347,1.6892418041428e-07,9.73868496248818e-07,6.7817101627476
"242532_at",-1.36425102805766,7.89818652716975,-5.61944610659014,1.68948478682409e-07,9.73905770137469e-07,6.78157069670129
"205404_at",-1.0629589917079,7.99602958252273,-5.6193430207425,1.69025322978262e-07,9.74179488635971e-07,6.78112976170626
"206152_at",-1.30431547375504,8.3790370781804,-5.61854327216943,1.69622653408971e-07,9.77482533568022e-07,6.77770909418368
"231787_at",-1.45111289582768,6.91969004006536,-5.61620637409442,1.7137996865913e-07,9.87005545691722e-07,6.76771521396928
"219712_s_at",1.06113687118733,6.38443607599186,5.61476372990323,1.7247372010717e-07,9.9307404071828e-07,6.76154674178777
"1555907_at",2.54359070042298,5.97320428918455,5.61417601464253,1.72921261209949e-07,9.95441007532302e-07,6.75903401945417
"216838_at",1.24227276296737,6.82864271254018,5.61355638922285,1.73394335311251e-07,9.97953929218396e-07,6.75638501639613
"209842_at",-2.20386475242746,9.97145191554271,-5.61339394029987,1.73518572375625e-07,9.9856372952055e-07,6.75569054505702
"222253_s_at",1.57436592798181,6.83064744484695,5.61312090512038,1.7372757991794e-07,9.99450576430892e-07,6.75452333954173
"218625_at",-1.18065260088267,11.6079879627373,-5.61279056465591,1.7398078463454e-07,1.0006964287779e-06,6.75311119760851
"229826_at",1.41571567190409,6.84207392407543,5.61244880116809,1.74243126053105e-07,1.00199429747691e-06,6.75165026997765
"228976_at",-1.56071126509532,6.68502506485898,-5.60856620414781,1.77250830499217e-07,1.01800395478533e-06,6.73505668455618
"205384_at",-1.74148826379156,9.88545203006437,-5.60804425278645,1.77659030524905e-07,1.02024107613634e-06,6.7328264058609
"231049_at",1.4003969782725,7.48470935333861,5.60636973945423,1.78974843583501e-07,1.02714934138564e-06,6.72567200314954
"1566632_at",1.21155675117994,5.12682910426365,5.60581562553632,1.7941236119554e-07,1.02933577917555e-06,6.72330478198411
"1566039_a_at",-1.22626123481701,7.03773910803994,-5.60418334648033,1.80707282991285e-07,1.03622079441443e-06,6.71633225798611
"235467_s_at",-1.00495858479331,7.2099756603984,-5.60406946986091,1.80797965054283e-07,1.03663194388552e-06,6.71584585650421
"215164_at",1.02980790440764,8.63710884571525,5.60385820904161,1.80966314187875e-07,1.03748827595448e-06,6.7149435113073
"228873_at",1.07239382738814,7.96840028427355,5.6038164607178,1.80999600705364e-07,1.03757018928541e-06,6.71476519638852
"1569377_at",1.03751683357547,7.37020460234011,5.60275010789397,1.81851857250969e-07,1.04190888376491e-06,6.71021083848584
"206686_at",1.68079425559622,6.58669061262549,5.6023701194898,1.82156503935301e-07,1.04332597267106e-06,6.70858802978296
"222313_at",1.09617344203766,8.53915946447285,5.6020306665316,1.82429075580673e-07,1.0447775906761e-06,6.70713838355636
"227177_at",-1.78550209078704,6.18392701546455,-5.60081538667352,1.83408196638704e-07,1.05005470626162e-06,6.70194886254629
"220157_x_at",1.45319809974029,6.30633481179984,5.60074231441801,1.83467233151519e-07,1.05028260001089e-06,6.70163684615221
"207838_x_at",1.78326231854547,8.10086096496021,5.59785685750455,1.85813409151792e-07,1.06271103927184e-06,6.68931772900385
"227449_at",-1.29603575773892,10.7873501109334,-5.59749729528725,1.86107824657844e-07,1.06417198492711e-06,6.68778285299793
"219500_at",1.09509776344923,7.75885532029275,5.59429112641424,1.88753398922505e-07,1.07850903696953e-06,6.67409884451158
"236293_at",1.37966233709253,6.02583611347444,5.59238627498542,1.9034261919689e-07,1.0871346436101e-06,6.66597083273926
"230003_at",-1.31617097314526,8.13201147072058,-5.59220464582464,1.90494836189873e-07,1.08789025293711e-06,6.66519589570554
"217487_x_at",-1.12291664886981,8.85236653131782,-5.59198718927668,1.90677235888558e-07,1.08870422201587e-06,6.66426811524617
"235589_s_at",1.01007903059853,11.2220149260728,5.59171598448498,1.90904958944667e-07,1.08989049998381e-06,6.66311104383952
"207968_s_at",-1.02332445493161,9.35535832148392,-5.59084215057164,1.91640508506757e-07,1.09363250690486e-06,6.65938310800157
"232531_at",-1.15651923685306,8.83887589688907,-5.5905061793729,1.91924051351008e-07,1.09502175265698e-06,6.65794987436807
"1563513_at",1.46963114809694,6.72303258553726,5.58989513830916,1.9244079435567e-07,1.09785533293077e-06,6.65534332421983
"237687_at",-1.38979911040057,5.5764180400543,-5.58898868251711,1.93209876990163e-07,1.10189755765077e-06,6.65147688262201
"205875_s_at",1.06164939814404,7.89764276458486,5.58811487984159,1.93954108146506e-07,1.10544935380976e-06,6.64775003206315
"218084_x_at",1.00564160299766,10.0519768107293,5.58720115168916,1.94735351433811e-07,1.10952441375241e-06,6.64385322203152
"228207_at",-1.04176647359624,7.7066624159942,-5.58718364128737,1.94750353033722e-07,1.10952441375241e-06,6.64377854803723
"228699_at",1.04413448496168,6.65509417880562,5.58679071795604,1.9508727850669e-07,1.11121209231183e-06,6.64210293885464
"87100_at",1.39357878938034,8.87298808280542,5.58540473414445,1.96280308149256e-07,1.11742483779374e-06,6.63619294754282
"214085_x_at",1.30954128052895,10.1660265169571,5.58504178023605,1.96593912600649e-07,1.11909353229719e-06,6.63464539810609
"211447_s_at",-1.49751547425345,6.6101431275516,-5.58434868331246,1.97194137459998e-07,1.12204244937517e-06,6.63169034354858
"1554279_a_at",1.40231492222906,5.43670267687236,5.58396564962,1.97526616891112e-07,1.12366367058828e-06,6.6300573420862
"213714_at",-1.56292278713399,8.85232137479861,-5.58333925727686,1.9807152053553e-07,1.12621342540416e-06,6.62738694739485
"228146_at",-1.20188090919593,7.42540999288054,-5.58329233267396,1.98112399917821e-07,1.12629077765237e-06,6.62718690783449
"219616_at",1.02628155697705,9.10496429465174,5.58327629770175,1.98126371027161e-07,1.12629077765237e-06,6.6271185509575
"223285_s_at",1.04968067515109,7.03489636748982,5.58290121688868,1.98453450924258e-07,1.12795702512234e-06,6.62551961572135
"214262_at",1.37207943208837,5.71925720887402,5.58205333727084,1.99194775914209e-07,1.13165757796762e-06,6.6219053899934
"1569111_at",1.65866963187135,6.72771629734563,5.58156231902096,1.99625327969839e-07,1.13398564972091e-06,6.61981247594503
"235626_at",-1.08274735174413,10.1009643480471,-5.58065302316615,2.00425060215385e-07,1.13824147919643e-06,6.61593695231146
"213640_s_at",2.12542963678783,6.44437528652574,5.58031569850754,2.00722537931397e-07,1.13964063927235e-06,6.61449932002537
"204781_s_at",1.07455945219836,8.46753886298252,5.58009472966849,2.00917639184491e-07,1.14061486785682e-06,6.61355760529925
"1557133_at",-2.48149048803519,8.59633639649354,-5.57829293849106,2.02515460489408e-07,1.14932732450463e-06,6.60587954592095
"205547_s_at",1.64129507865728,10.6717611680633,5.5780652733169,2.027182376623e-07,1.15035859449826e-06,6.60490947799899
"205741_s_at",1.21290962188536,10.5864019193984,5.57748835059409,2.03232984062035e-07,1.15315978790441e-06,6.60245133728531
"209699_x_at",-1.60671710992984,8.50221746496027,-5.57743282353946,2.03282594398708e-07,1.15332145521469e-06,6.60221475577303
"1556770_a_at",1.06772332634579,6.78763751786138,5.57663188741902,2.03999508704175e-07,1.157268637048e-06,6.59880238248548
"218921_at",-1.14051755797926,7.25956224674391,-5.57496952371359,2.05495405024004e-07,1.1649662059202e-06,6.59172073480675
"209305_s_at",1.16416133095101,9.07779319962022,5.57295859503477,2.07319342029262e-07,1.17439386228027e-06,6.58315568778298
"244581_at",1.55589723551138,5.12761266149507,5.57142936214541,2.08716991905479e-07,1.18194328898112e-06,6.57664339076177
"207054_at",-1.53536541001505,3.12679303633508,-5.56837279684788,2.11538298943683e-07,1.19692717780889e-06,6.56362970756753
"222608_s_at",-1.47396608841738,10.6023510539759,-5.56819178171762,2.11706549459541e-07,1.19769493620783e-06,6.56285913240858
"224188_s_at",1.58395534028829,5.96478496351774,5.56727176568734,2.12563719155445e-07,1.20223098531859e-06,6.55894285975924
"227154_at",-1.31247952101766,9.03626518842713,-5.56687512125252,2.12934317731298e-07,1.20370374642991e-06,6.5572545510709
"209504_s_at",-1.30366065523992,12.4051568117977,-5.56642643177408,2.13354307490831e-07,1.20595309407957e-06,6.55534479009642
"205727_at",1.79033845286411,5.47622999769937,5.56410928926426,2.15536199207439e-07,1.21715215048246e-06,6.54548360651264
"229009_at",1.5421892552407,6.54228246916699,5.56260310035658,2.16966189106794e-07,1.22472087707384e-06,6.53907480034299
"244334_at",-1.07149374015496,8.54077130498959,-5.56246687105827,2.17095984254587e-07,1.2253268900471e-06,6.53849519227202
"242432_at",1.44048167445341,5.05810893426698,5.56136500896854,2.18148606930179e-07,1.23098847368452e-06,6.53380742905712
"236495_at",2.01694659350057,6.82372653174119,5.55712276644351,2.22248196838159e-07,1.25207765359216e-06,6.5157638013926
"202533_s_at",1.37988204616399,7.37095294442738,5.55549851580611,2.23837744553058e-07,1.26064254339241e-06,6.50885726247628
"205676_at",1.42041410588136,8.06127466622533,5.554697327463,2.24625914642814e-07,1.26482060793772e-06,6.50545089114847
"226051_at",-1.36771437369721,9.62560375974086,-5.55432545572287,2.24992667858238e-07,1.26675511028267e-06,6.50386991132998
"117_at",1.09997293714455,8.45273965643814,5.55388307876374,2.25429720461259e-07,1.26908497304925e-06,6.50198925761588
"225807_at",1.08771276299514,6.37162447487116,5.55342813979615,2.25880051971563e-07,1.27079328622107e-06,6.50005528222712
"203373_at",1.66996790608595,10.2295793803523,5.5531791147486,2.26126928370088e-07,1.27196106077615e-06,6.49899669586127
"235234_at",1.00899580447928,8.01745241765854,5.55277372523319,2.26529386019651e-07,1.27383127663624e-06,6.49727346978731
"205285_s_at",1.09423395620007,7.39956575020669,5.55134919739562,2.27949188461197e-07,1.28102377335165e-06,6.49121862701341
"204378_at",-1.82940232175449,9.63004750694485,-5.55103612206578,2.28262392641126e-07,1.28265192399525e-06,6.48988803516772
"223572_at",-2.42195725323665,8.97188948057363,-5.5500687165277,2.29232864645507e-07,1.28797267869188e-06,6.4857767452741
"219645_at",-1.04694233308732,8.38486974630622,-5.54912486620652,2.30183604676454e-07,1.29264958377328e-06,6.4817659257234
"230972_at",-1.096913653949,9.05806675814775,-5.5473558344626,2.31975973161922e-07,1.30151056321061e-06,6.47424953282049
"219003_s_at",1.12485730463454,7.68523808741041,5.54429990338322,2.35104502347857e-07,1.31811540773262e-06,6.46126825451553
"216926_s_at",1.38728683984098,5.93610603801466,5.54329807802926,2.36139101433613e-07,1.32350828680151e-06,6.45701342854583
"1565937_a_at",-1.90460405164281,4.1110484098457,-5.54223365270659,2.3724323844396e-07,1.32928747113368e-06,6.45249318209328
"240305_at",-1.51212817019538,5.89694098524348,-5.54042847968432,2.39127339085189e-07,1.33879904540904e-06,6.44482828752985
"237904_at",1.81054462534337,5.35897673622294,5.54021708968038,2.39348928757725e-07,1.33984861072628e-06,6.44393079690697
"207450_s_at",-1.38823447570692,4.52339310887455,-5.53967997890714,2.39912861219015e-07,1.34259259040415e-06,6.44165048745818
"241166_at",-1.19846298180863,5.91916016180971,-5.5391836771278,2.40435104439355e-07,1.34510165527008e-06,6.43954353719632
"223254_s_at",1.20155340918253,7.68940706264204,5.53607114888587,2.43735823633369e-07,1.36245082252704e-06,6.42633220157941
"231957_s_at",1.42523555691649,5.98819228508463,5.53588769636892,2.4393174814837e-07,1.36340646419271e-06,6.42555364794452
"242484_at",-1.49170529704017,5.80546394713639,-5.53489607017447,2.44993465367111e-07,1.36892041376039e-06,6.42134552524437
"231728_at",1.74899961507586,6.48975658960101,5.53382484700062,2.46145495402982e-07,1.37479483948078e-06,6.41680006971431
"212937_s_at",1.68000682863055,7.70759831437363,5.53105201336001,2.49152212567142e-07,1.39087700960128e-06,6.40503644453485
"213991_s_at",1.34998327884208,4.98248221660158,5.53091002008893,2.49307147839132e-07,1.3915036780106e-06,6.40443412858801
"229350_x_at",1.01345208720537,9.04568503136761,5.53012468375606,2.50165770802342e-07,1.39596436505858e-06,6.40110298812591
"203861_s_at",-2.22438408344424,7.7757228076159,-5.52777815157327,2.52748583327499e-07,1.40922494959313e-06,6.39115126197302
"230916_at",1.49716681418325,6.29867503398756,5.52714026378117,2.53455208617617e-07,1.41301735921421e-06,6.38844634536375
"1560018_at",-1.6010521263002,7.60533734915361,-5.52685804014726,2.53768461604162e-07,1.41424816820686e-06,6.38724964961089
"1556067_a_at",1.38115076284697,6.98250273368662,5.52684855946249,2.53778991237017e-07,1.41424816820686e-06,6.38720944980256
"1558588_at",1.20409490057222,7.53361589874618,5.52661349932152,2.54040195527635e-07,1.41541493555914e-06,6.38621276425866
"1563088_a_at",1.01765502834772,6.60901139963653,5.52523791727181,2.55574065529888e-07,1.42352538916714e-06,6.38038056962905
"227253_at",1.738817529024,8.93427129969581,5.52464967740998,2.56232761391215e-07,1.42661227422351e-06,6.37788678520916
"206531_at",-1.37578733969956,7.58507407576545,-5.52287929659004,2.58225243679011e-07,1.43697322529467e-06,6.37038228417938
"213479_at",-2.359675670073,9.96153065375918,-5.52232359836844,2.58853781903843e-07,1.44017742370768e-06,6.36802698835892
"1569904_x_at",1.06123317952913,6.29904429569274,5.52226263338398,2.58922829282496e-07,1.44041483911632e-06,6.36776859936291
"214250_at",1.178863490678,6.58522840609206,5.5217059612859,2.59554137308052e-07,1.44333877413753e-06,6.36540931618568
"238906_s_at",1.28627238615143,8.40113874411839,5.52087410685238,2.60500335232913e-07,1.44845294319641e-06,6.36188399347573
"230261_at",1.05223196686286,7.91316376881881,5.52002241069248,2.61472604529817e-07,1.45341509935744e-06,6.3582748764076
"1554755_a_at",-1.23887040134999,6.35520345040512,-5.51802600565201,2.63765596857542e-07,1.46525076089645e-06,6.34981614465963
"211767_at",1.23790704148493,7.02026579614301,5.51800513289652,2.63789674274145e-07,1.46525076089645e-06,6.34972771578716
"211360_s_at",1.02943337589911,7.56008131126898,5.51734380691144,2.64553652009393e-07,1.46904612071063e-06,6.34692605480685
"76897_s_at",1.16082548961798,6.6237772051682,5.51696021651229,2.64997776920054e-07,1.47121313316407e-06,6.34530108309725
"206286_s_at",-1.60185333030272,6.31402277656601,-5.51620901427678,2.6586964419528e-07,1.47575351950776e-06,6.3421190027763
"201927_s_at",-1.04837305722847,9.36973141226836,-5.51553599558038,2.66653156469936e-07,1.47965137515674e-06,6.33926830284609
"228143_at",1.33615002734152,8.30390557372158,5.51544704995269,2.66756873981539e-07,1.48007651719535e-06,6.33889157043461
"214336_s_at",1.04034255481837,8.48148038094463,5.514811320409,2.67499335999307e-07,1.48389448826106e-06,6.33619900937402
"212110_at",1.16550278726032,10.66902741931,5.51284812740825,2.69804935082609e-07,1.49546908755369e-06,6.32788517100322
"244790_at",1.04873688199941,6.37344041848531,5.51271236312937,2.69965096366746e-07,1.49605315148423e-06,6.32731028730482
"233135_at",-1.34613018218979,7.17473462195554,-5.51116357427829,2.71798811454e-07,1.50529849811756e-06,6.32075259134953
"217279_x_at",1.28539809982144,8.27607969048409,5.51065134295875,2.72407958180017e-07,1.50836619893392e-06,6.31858397938092
"231811_at",1.47598704379748,5.97276119387555,5.51054414613468,2.72535606081209e-07,1.50876706081227e-06,6.31813015835872
"223673_at",1.44929692831575,11.3918994612709,5.51043709587183,2.72663137954565e-07,1.5093200844428e-06,6.31767696251146
"231451_s_at",-1.03040961639393,5.99057710447136,-5.5101273668924,2.73032455935605e-07,1.51105811876887e-06,6.31636575551955
"203423_at",1.53960424039241,10.2993143878167,5.50674339471486,2.77099544938981e-07,1.53154918001746e-06,6.30204260865381
"235956_at",-1.42154380899279,9.23207344577433,-5.50662325940155,2.77245017673641e-07,1.53219815322916e-06,6.3015342051435
"204597_x_at",2.31698180985262,7.18516395858516,5.50514299055111,2.79043639735648e-07,1.54151429262421e-06,6.29527030646927
"1558414_at",-1.41480971546408,9.47236209180356,-5.50483095292734,2.79424242152054e-07,1.54330462547028e-06,6.2939500044172
"38691_s_at",-1.07489235992237,8.39374150331286,-5.50394947396835,2.80502160928913e-07,1.54894484477358e-06,6.29022048292515
"210136_at",-1.94990360552221,9.96297682738541,-5.50391522138994,2.80544128918697e-07,1.54901996892496e-06,6.29007556733284
"212575_at",1.98038327166266,6.7410873913995,5.50352258663922,2.81025644572283e-07,1.55136495775054e-06,6.28841444516017
"1555123_at",-1.1891514325887,7.76070416089661,-5.50337281616393,2.81209531947002e-07,1.55222318255727e-06,6.28778082701836
"229713_at",-1.40289362228283,10.7804512331677,-5.50286845651478,2.81829649460161e-07,1.55513815469686e-06,6.28564715370596
"219024_at",-1.13597885648564,8.73498301927018,-5.50285068257326,2.81851527203954e-07,1.55513815469686e-06,6.28557196366555
"243555_at",1.33859930872483,6.09328932739722,5.50264032231245,2.82110583704825e-07,1.55641027456022e-06,6.28468207544791
"1560349_at",1.07169160485206,6.76557088640587,5.50135550774593,2.83697891349168e-07,1.56453528630235e-06,6.27924731205023
"209466_x_at",1.02310917990785,13.2478151971191,5.50051863705281,2.84736495461753e-07,1.56962897210586e-06,6.27570771567883
"203409_at",1.05407589398288,8.62249501330239,5.49784974052557,2.88073696508697e-07,1.58690425533886e-06,6.26442137823864
"1564936_at",1.5858701349684,5.89276206320393,5.49475089838404,2.91996602760901e-07,1.60737934347153e-06,6.25132055033915
"212338_at",-2.12484575831136,7.16067841275156,-5.49411282500669,2.92810830963206e-07,1.61169904368006e-06,6.24862348919996
"222922_at",1.56686812952903,4.89895192874409,5.49341303766228,2.93706368467004e-07,1.61630248902544e-06,6.24566576341686
"231403_at",1.26401447320686,9.49121285351403,5.49326676070526,2.93893902008551e-07,1.61717155369199e-06,6.24504753379233
"221703_at",1.28335182294074,6.5414175955599,5.49085099785221,2.97008038483669e-07,1.63315545768311e-06,6.2348387529862
"218676_s_at",1.30062381149101,8.08835179772079,5.4905118910689,2.97447757322586e-07,1.63540867518961e-06,6.23340591321062
"1561104_at",-1.46969376420499,4.60118503156924,-5.48893141234836,2.9950558779082e-07,1.64577322623389e-06,6.22672848745553
"241563_at",-1.00424405600431,5.35550003848059,-5.48875359605083,2.99737981003592e-07,1.64684007611159e-06,6.22597728905885
"220274_at",-1.13251192007222,7.81046448772436,-5.48644792132898,3.02767377429876e-07,1.66248087508323e-06,6.21623797483425
"1559392_s_at",-1.48403196262522,4.51202422020423,-5.48597096932559,3.03397772535429e-07,1.66577486191589e-06,6.21422357402516
"205580_s_at",1.11812694704176,8.52524162807268,5.48580767909152,3.03613891197324e-07,1.66662633832138e-06,6.21353394138085
"211012_s_at",1.61668371843138,5.72651904067993,5.48568261111488,3.03779523747767e-07,1.66736795280772e-06,6.213005742359
"230333_at",1.16762219653219,11.4720851009574,5.48359703338813,3.06554619918407e-07,1.68124798730709e-06,6.20419868480834
"224753_at",1.54436791882012,6.88474013871597,5.4831600520007,3.07139212125456e-07,1.68428494746536e-06,6.2023536110861
"231578_at",1.22490777402011,6.80037998933027,5.48301975720779,3.0732712952037e-07,1.68514623739919e-06,6.20176125882561
"203649_s_at",2.61169112501396,8.63527456583854,5.48111675339857,3.09887254785508e-07,1.69782028948645e-06,6.19372720657717
"211875_x_at",1.7352907643504,6.26023655558188,5.48053842931269,3.10669409589657e-07,1.70159346764817e-06,6.19128595001542
"1559565_x_at",1.26049911169182,5.71237341313374,5.48037157695888,3.10895428420436e-07,1.7026606530611e-06,6.19058164853112
"210188_at",1.14822317000388,7.39802067170612,5.47704981278046,3.15428776127006e-07,1.72403039938192e-06,6.17656253056676
"1554768_a_at",1.0893712301559,8.59088863849916,5.47645732555008,3.16244145023128e-07,1.72779526732174e-06,6.17406248808863
"232414_at",1.38328191826235,6.34390921628463,5.4762236680699,3.16566267071541e-07,1.72938216900851e-06,6.1730765935779
"228285_at",-1.16762756319966,7.61128978200077,-5.47471737234056,3.18650586590343e-07,1.74007244130171e-06,6.16672147212787
"203936_s_at",1.66929092618506,9.18249121375361,5.47427248685095,3.1926875925715e-07,1.74327382016704e-06,6.16484466269612
"1568870_at",-2.01442143191791,7.51436548604112,-5.47352567333471,3.20309106000903e-07,1.7487794867567e-06,6.16169431387284
"207425_s_at",1.83992611246061,7.09858221332758,5.47270595577219,3.21454834515946e-07,1.75433325446381e-06,6.15823669409133
"227870_at",1.16458161707874,10.3996801445095,5.46804560071697,3.28045360001751e-07,1.78797816824108e-06,6.13858433103306
"201860_s_at",1.15188366351368,10.2077380771125,5.4665110790966,3.3024425830924e-07,1.79924478043122e-06,6.13211534616597
"226907_at",-1.3396204098832,8.71567358460188,-5.46601868662607,3.30952888545889e-07,1.80292569597572e-06,6.13003980627704
"214481_at",1.64615779387843,4.34007184718469,5.46531498741243,3.31968208345868e-07,1.80791581196578e-06,6.12707373828969
"243065_at",1.23905484875163,6.59477613658785,5.46521650911867,3.32110539125785e-07,1.8085106065686e-06,6.12665867210916
"220539_at",-1.98939655517413,5.44536965999452,-5.46285433663417,3.35542557999926e-07,1.8259252411369e-06,6.1167038008308
"241998_at",-1.48847551754659,9.28340511163166,-5.46127515575606,3.37856311503395e-07,1.83796660425689e-06,6.11004997680921
"242245_at",-1.14374515883571,6.98229968145353,-5.46043107183981,3.39099431062528e-07,1.84399454631264e-06,6.10649388467963
"235017_s_at",-1.2131047464354,9.93274458727363,-5.45946714567841,3.40524527239701e-07,1.85063847210089e-06,6.10243326523985
"241047_at",1.22716096536727,5.73837272603147,5.45809878351824,3.42557631983062e-07,1.86076188138959e-06,6.09666959094098
"234724_x_at",1.5919612100963,6.54205648557989,5.45785686204973,3.42918312198055e-07,1.86235061496344e-06,6.09565067548701
"233084_s_at",-1.89038370747456,5.1484097110703,-5.45602408633403,3.45662902794494e-07,1.87613676310035e-06,6.0879322553454
"220914_at",-1.22490363551158,6.8081272509547,-5.45543151969054,3.46554867956039e-07,1.88023057854989e-06,6.08543706270074
"228937_at",-1.20276389069547,8.9052831229415,-5.45518886785525,3.46920771554039e-07,1.88202881661674e-06,6.08441534133761
"215911_x_at",-1.59447838525554,5.01911791639002,-5.45510674190432,3.47044697965978e-07,1.88214022740973e-06,6.08406954347089
"209785_s_at",-1.00551934088924,9.92311519693184,-5.45429980562648,3.48264656769655e-07,1.88781912656687e-06,6.08067202374393
"236347_at",1.22565624549128,6.81587476091953,5.45398082541433,3.48748061335685e-07,1.89025187313673e-06,6.07932906636398
"212671_s_at",2.03114551439712,8.9318466152401,5.45224116269769,3.51396053510481e-07,1.90309328345576e-06,6.07200555817969
"217767_at",1.41940767381122,12.4331462104298,5.45190624918226,3.51908090829906e-07,1.90567739856159e-06,6.07059580832976
"222536_s_at",1.17643437413105,7.45265477129824,5.45165916154481,3.5228632263647e-07,1.90734737168093e-06,6.06955577358783
"219648_at",1.00096840287827,9.79315432804626,5.45068125542499,3.53787171743294e-07,1.91471398378917e-06,6.06543984750507
